nb_drones: 5

# ── HUBS ──
start_hub: hub_21509749 51124 544073 [color=green max_drones=5]
hub: node_24953615 51713 544373 [zone=normal color=blue max_drones=2]
hub: node_252470375 51722 544382 [zone=normal color=blue max_drones=2]
hub: node_30901778 51706 544382 [zone=normal color=blue max_drones=2]
hub: node_26769614 51716 544369 [zone=normal color=blue max_drones=2]
hub: node_24953618 51724 544384 [zone=normal color=blue max_drones=2]
hub: node_60954457 51728 544383 [zone=normal color=blue max_drones=2]
hub: node_12657650556 51726 544393 [zone=normal color=blue max_drones=2]
hub: node_24957389 51595 544242 [zone=normal color=blue max_drones=10]
hub: node_95089950 51593 544227 [zone=normal color=blue max_drones=10]
hub: node_24957395 51511 544118 [zone=normal color=blue max_drones=2]
hub: node_255393402 51508 544110 [zone=normal color=blue max_drones=2]
hub: node_1390735986 51515 544128 [zone=normal color=blue max_drones=2]
hub: node_1390735912 51489 544114 [zone=normal color=blue max_drones=2]
hub: node_25103218 51456 544308 [zone=normal color=blue max_drones=10]
hub: node_25103319 51451 544325 [zone=normal color=blue max_drones=10]
hub: node_945643034 51448 544323 [zone=normal color=blue max_drones=10]
hub: node_26787241 51454 544343 [zone=normal color=blue max_drones=10]
hub: node_30129066 51445 544316 [zone=normal color=blue max_drones=2]
hub: node_25104076 51414 544316 [zone=normal color=blue max_drones=2]
hub: node_25104190 51418 544323 [zone=normal color=blue max_drones=2]
hub: node_31271857 51405 544328 [zone=normal color=blue max_drones=5]
hub: node_1932923979 51399 544327 [zone=normal color=blue max_drones=2]
hub: node_25104106 51394 544296 [zone=normal color=blue max_drones=2]
hub: node_1549342252 51385 544297 [zone=normal color=blue max_drones=2]
hub: node_1549334054 51375 544274 [zone=normal color=blue max_drones=2]
hub: node_25104167 51397 544330 [zone=normal color=blue max_drones=5]
hub: node_25293384 51395 544322 [zone=normal color=blue max_drones=2]
hub: node_29722636 51392 544332 [zone=normal color=blue max_drones=5]
hub: node_38908430 51398 544339 [zone=normal color=blue max_drones=2]
hub: node_25185331 51628 544370 [zone=normal color=blue max_drones=10]
hub: node_618877347 51625 544353 [zone=normal color=blue max_drones=10]
hub: node_25185400 51617 544311 [zone=normal color=blue max_drones=10]
hub: node_249173787 51618 544311 [zone=normal color=blue max_drones=10]
hub: node_1561854863 51612 544304 [zone=normal color=blue max_drones=10]
hub: node_266650288 51610 544307 [zone=normal color=blue max_drones=2]
hub: node_25185475 51610 544293 [zone=normal color=blue max_drones=10]
hub: node_25185499 51609 544291 [zone=normal color=blue max_drones=10]
hub: node_25185641 51600 544275 [zone=normal color=blue max_drones=10]
hub: node_25185825 51614 544276 [zone=normal color=blue max_drones=10]
hub: node_1561711738 51598 544262 [zone=normal color=blue max_drones=10]
hub: node_25185781 51620 544321 [zone=normal color=blue max_drones=10]
hub: node_249173790 51621 544321 [zone=normal color=blue max_drones=10]
hub: node_25232115 51612 544289 [zone=normal color=blue max_drones=10]
hub: node_25185853 51577 544259 [zone=normal color=blue max_drones=2]
hub: node_25185863 51597 544254 [zone=normal color=blue max_drones=10]
hub: node_395825923 51595 544243 [zone=normal color=blue max_drones=10]
hub: node_25231613 51588 544196 [zone=normal color=blue max_drones=5]
hub: node_810668978 51588 544197 [zone=normal color=blue max_drones=5]
hub: node_25231622 51586 544183 [zone=normal color=blue max_drones=5]
hub: node_29079311 51601 544194 [zone=normal color=blue max_drones=2]
hub: node_25231615 51565 544186 [zone=normal color=blue max_drones=2]
hub: node_25231631 51575 544184 [zone=normal color=blue max_drones=2]
hub: node_30220514 51566 544191 [zone=normal color=blue max_drones=2]
hub: node_1279329306 51565 544185 [zone=normal color=blue max_drones=2]
hub: node_25231628 51642 544187 [zone=normal color=blue max_drones=10]
hub: node_95107764 51638 544187 [zone=normal color=blue max_drones=2]
hub: node_86053974 51638 544179 [zone=normal color=blue max_drones=10]
hub: node_29079272 51651 544206 [zone=normal color=blue max_drones=10]
hub: node_25231629 51525 544154 [zone=normal color=blue max_drones=2]
hub: node_30220512 51534 544152 [zone=normal color=blue max_drones=2]
hub: node_1561711629 51533 544166 [zone=normal color=blue max_drones=2]
hub: node_1268504995 51571 544178 [zone=normal color=blue max_drones=2]
hub: node_25231647 51688 544169 [zone=normal color=blue max_drones=2]
hub: node_25231977 51688 544175 [zone=normal color=blue max_drones=2]
hub: node_973992372 51518 544295 [zone=normal color=blue max_drones=2]
hub: node_973953852 51525 544285 [zone=normal color=blue max_drones=10]
hub: node_25231953 51528 544327 [zone=normal color=blue max_drones=2]
hub: node_1223644025 51525 544329 [zone=normal color=blue max_drones=2]
hub: node_247449898 51703 544169 [zone=normal color=blue max_drones=2]
hub: node_872536390 51687 544186 [zone=normal color=blue max_drones=2]
hub: node_25231985 51687 544187 [zone=normal color=blue max_drones=2]
hub: node_1172494525 51673 544190 [zone=normal color=blue max_drones=2]
hub: node_26773946 51684 544199 [zone=normal color=blue max_drones=2]
hub: node_25232022 51635 544256 [zone=normal color=blue max_drones=2]
hub: node_25232262 51640 544252 [zone=normal color=blue max_drones=2]
hub: node_444565454 51633 544240 [zone=normal color=blue max_drones=2]
hub: node_26734116 51625 544263 [zone=normal color=blue max_drones=2]
hub: node_25232048 51624 544258 [zone=normal color=blue max_drones=2]
hub: node_395826024 51623 544240 [zone=normal color=blue max_drones=10]
hub: node_31947181 51618 544259 [zone=normal color=blue max_drones=2]
hub: node_25232074 51611 544260 [zone=normal color=blue max_drones=10]
hub: node_1561854848 51613 544271 [zone=normal color=blue max_drones=10]
hub: node_1232804356 51612 544294 [zone=normal color=blue max_drones=10]
hub: node_90465705 51726 544192 [zone=normal color=blue max_drones=2]
hub: node_373408489 51729 544207 [zone=normal color=blue max_drones=2]
hub: node_25232255 51654 544242 [zone=normal color=blue max_drones=2]
hub: node_130426232 51654 544247 [zone=normal color=blue max_drones=2]
hub: node_394866897 51654 544240 [zone=normal color=blue max_drones=2]
hub: node_395826055 51638 544238 [zone=normal color=blue max_drones=10]
hub: node_25232263 51638 544238 [zone=normal color=blue max_drones=10]
hub: node_95092975 51637 544226 [zone=normal color=blue max_drones=2]
hub: node_30650477 51653 544236 [zone=normal color=blue max_drones=10]
hub: node_25232279 51607 544193 [zone=normal color=blue max_drones=2]
hub: node_1252220862 51612 544192 [zone=normal color=blue max_drones=2]
hub: node_614228218 51606 544186 [zone=normal color=blue max_drones=2]
hub: node_25232281 51612 544202 [zone=normal color=blue max_drones=2]
hub: node_1559022289 51619 544203 [zone=normal color=blue max_drones=2]
hub: node_130443458 51589 544201 [zone=normal color=blue max_drones=5]
hub: node_25554018 51445 544108 [zone=normal color=blue max_drones=2]
hub: node_1390736010 51468 544100 [zone=normal color=blue max_drones=2]
hub: node_25293342 51442 544370 [zone=normal color=blue max_drones=2]
hub: node_25293348 51438 544351 [zone=normal color=blue max_drones=2]
hub: node_26752752 51441 544397 [zone=normal color=blue max_drones=2]
hub: node_26752798 51446 544349 [zone=normal color=blue max_drones=2]
hub: node_713844313 51427 544372 [zone=normal color=blue max_drones=5]
hub: node_254306908 51430 544352 [zone=normal color=blue max_drones=2]
hub: node_94901223 51431 544338 [zone=normal color=blue max_drones=2]
hub: node_1551730885 51444 544350 [zone=normal color=blue max_drones=2]
hub: node_254306911 51425 544333 [zone=normal color=blue max_drones=2]
hub: node_25293379 51413 544338 [zone=normal color=blue max_drones=2]
hub: node_94905103 51415 544337 [zone=normal color=blue max_drones=2]
hub: node_94913291 51407 544340 [zone=normal color=blue max_drones=2]
hub: node_1159668611 51380 544323 [zone=normal color=blue max_drones=2]
hub: node_1267408157 51394 544316 [zone=normal color=blue max_drones=10]
hub: node_25320516 51414 544089 [zone=normal color=blue max_drones=2]
hub: node_25320573 51419 544080 [zone=normal color=blue max_drones=2]
hub: node_25320547 51407 544085 [zone=normal color=blue max_drones=2]
hub: node_25320524 51398 544196 [zone=normal color=blue max_drones=2]
hub: node_1558545726 51405 544196 [zone=normal color=blue max_drones=2]
hub: node_94651336 51399 544199 [zone=normal color=blue max_drones=2]
hub: node_25320536 51382 544174 [zone=normal color=blue max_drones=2]
hub: node_925768338 51392 544175 [zone=normal color=blue max_drones=2]
hub: node_1559033314 51383 544183 [zone=normal color=blue max_drones=2]
hub: node_25320539 51404 544189 [zone=normal color=blue max_drones=2]
hub: node_1289271184 51404 544189 [zone=normal color=blue max_drones=2]
hub: node_1558545703 51413 544195 [zone=normal color=blue max_drones=2]
hub: node_25320542 51403 544092 [zone=normal color=blue max_drones=2]
hub: node_25553957 51413 544101 [zone=normal color=blue max_drones=2]
hub: node_29049595 51393 544084 [zone=normal color=blue max_drones=2]
hub: node_25553895 51412 544077 [zone=normal color=blue max_drones=2]
hub: node_255712661 51400 544081 [zone=normal color=blue max_drones=2]
hub: node_25320551 51418 544207 [zone=normal color=blue max_drones=2]
hub: node_1558545735 51415 544199 [zone=normal color=blue max_drones=2]
hub: node_1558545793 51428 544205 [zone=normal color=blue max_drones=2]
hub: node_25320554 51396 544079 [zone=normal color=blue max_drones=2]
hub: node_1255974645 51445 544129 [zone=normal color=blue max_drones=10]
hub: node_25320579 51405 544200 [zone=normal color=blue max_drones=2]
hub: node_25553853 51357 544070 [zone=normal color=blue max_drones=2]
hub: node_614419674 51359 544060 [zone=normal color=blue max_drones=2]
hub: node_262535384 51354 544070 [zone=normal color=blue max_drones=2]
hub: node_1561711232 51375 544077 [zone=normal color=blue max_drones=2]
hub: node_25553884 51360 544051 [zone=normal color=blue max_drones=2]
hub: node_435173547 51359 544053 [zone=normal color=blue max_drones=2]
hub: node_272475519 51351 544050 [zone=normal color=blue max_drones=2]
hub: node_255713052 51360 544044 [zone=normal color=blue max_drones=2]
hub: node_95061955 51412 544076 [zone=normal color=blue max_drones=2]
hub: node_393988617 51428 544081 [zone=normal color=blue max_drones=2]
hub: node_25553928 51360 544043 [zone=normal color=blue max_drones=2]
hub: node_34567595 51372 544048 [zone=normal color=blue max_drones=2]
hub: node_9417411791 51353 544021 [zone=normal color=blue max_drones=2]
hub: node_25553986 51348 543978 [zone=normal color=blue max_drones=2]
hub: node_1102834034 51361 543952 [zone=normal color=blue max_drones=2]
hub: node_267474605 51419 543983 [zone=normal color=blue max_drones=2]
hub: node_9417411783 51353 544019 [zone=normal color=blue max_drones=2]
hub: node_25711036 51374 544263 [zone=normal color=blue max_drones=2]
hub: node_25554030 51355 544256 [zone=normal color=blue max_drones=2]
hub: node_122286963 51356 544253 [zone=normal color=blue max_drones=2]
hub: node_122286931 51335 544250 [zone=normal color=blue max_drones=2]
hub: node_1559022369 51365 544260 [zone=normal color=blue max_drones=2]
hub: node_25554056 51348 544239 [zone=normal color=blue max_drones=2]
hub: node_31930823 51364 544234 [zone=normal color=blue max_drones=2]
hub: node_1559022317 51364 544241 [zone=normal color=blue max_drones=2]
hub: node_274088223 51342 544241 [zone=normal color=blue max_drones=2]
hub: node_25554071 51372 544231 [zone=normal color=blue max_drones=2]
hub: node_31930637 51371 544227 [zone=normal color=blue max_drones=2]
hub: node_25554077 51376 544229 [zone=normal color=blue max_drones=2]
hub: node_94888572 51368 544238 [zone=normal color=blue max_drones=2]
hub: node_353894106 51382 544245 [zone=normal color=blue max_drones=2]
hub: node_25554086 51369 544216 [zone=normal color=blue max_drones=2]
hub: node_288242219 51359 544214 [zone=normal color=blue max_drones=2]
hub: node_1559022295 51356 544207 [zone=normal color=blue max_drones=2]
hub: node_25711061 51368 544202 [zone=normal color=blue max_drones=2]
hub: node_25554102 51368 544197 [zone=normal color=blue max_drones=2]
hub: node_25711069 51373 544195 [zone=normal color=blue max_drones=2]
hub: node_25554108 51473 544088 [zone=normal color=blue max_drones=2]
hub: node_29869936 51479 544092 [zone=normal color=blue max_drones=2]
hub: node_95064971 51473 544073 [zone=normal color=blue max_drones=2]
hub: node_29869942 51470 544093 [zone=normal color=blue max_drones=2]
hub: node_25554133 51566 544037 [zone=normal color=blue max_drones=5]
hub: node_409200413 51566 544038 [zone=normal color=blue max_drones=5]
hub: node_25640172 51725 544171 [zone=normal color=blue max_drones=2]
hub: node_1558997389 51718 544172 [zone=normal color=blue max_drones=2]
hub: node_25711035 51372 544262 [zone=normal color=blue max_drones=2]
hub: node_203529010 51372 544264 [zone=normal color=blue max_drones=2]
hub: node_25711042 51382 544259 [zone=normal color=blue max_drones=2]
hub: node_25711058 51379 544202 [zone=normal color=blue max_drones=2]
hub: node_1559033325 51377 544194 [zone=normal color=blue max_drones=2]
hub: node_1559022282 51368 544193 [zone=normal color=blue max_drones=2]
hub: node_25711079 51369 544168 [zone=normal color=blue max_drones=2]
hub: node_260659004 51366 544167 [zone=normal color=blue max_drones=2]
hub: node_160328072 51368 544173 [zone=normal color=blue max_drones=2]
hub: node_2196092259 51374 544169 [zone=normal color=blue max_drones=2]
hub: node_25711082 51375 544170 [zone=normal color=blue max_drones=2]
hub: node_26742470 51378 544169 [zone=normal color=blue max_drones=2]
hub: node_25711086 51377 544244 [zone=normal color=blue max_drones=2]
hub: node_26044111 51621 544093 [zone=normal color=blue max_drones=10]
hub: node_535171716 51622 544092 [zone=normal color=blue max_drones=10]
hub: node_358054372 51621 544088 [zone=normal color=blue max_drones=10]
hub: node_26676315 51625 544146 [zone=normal color=blue max_drones=10]
hub: node_825023822 51626 544145 [zone=normal color=blue max_drones=10]
hub: node_26736047 51620 544146 [zone=normal color=blue max_drones=2]
hub: node_31099282 51622 544126 [zone=normal color=blue max_drones=10]
hub: node_1559022371 51626 544276 [zone=normal color=blue max_drones=2]
hub: node_26734129 51649 544292 [zone=normal color=blue max_drones=2]
hub: node_31091344 51644 544292 [zone=normal color=blue max_drones=2]
hub: node_500708189 51649 544296 [zone=normal color=blue max_drones=2]
hub: node_1558997471 51657 544291 [zone=normal color=blue max_drones=2]
hub: node_2276953315 51657 544211 [zone=normal color=blue max_drones=2]
hub: node_1172494705 51672 544200 [zone=normal color=blue max_drones=2]
hub: node_26736042 51653 544211 [zone=normal color=blue max_drones=10]
hub: node_535173027 51654 544211 [zone=normal color=blue max_drones=10]
hub: node_26736043 51630 544157 [zone=normal color=blue max_drones=10]
hub: node_2286678565 51629 544153 [zone=normal color=blue max_drones=10]
hub: node_94828102 51626 544158 [zone=normal color=blue max_drones=2]
hub: node_31017773 51613 544146 [zone=normal color=blue max_drones=2]
hub: node_1558997382 51624 544159 [zone=normal color=blue max_drones=2]
